0,几乎,"“实力决定一切。”王家声笑说,鲍罗斯后两局几乎没作什么抵抗便投拍认输了。"
0,几乎,“虽然我们都在一个医院工作，但自从他进了非典病房，我们就几乎没碰过面。
0,几乎,“特准你到跳舞场就是了！”曹志方几乎没等仲昭说完，就很爽快地喊了出来。
0,几乎,“我……”她不知该怎么回答，除了被拋弃的感觉以外，她几乎没想过别的。
0,几乎,“我们马上又上车，"他说，几乎没注意到嘉莉看上去又累又乏。
0,几乎,“我们马上又上车，＂他说，几乎没注意到嘉莉看上去又累又乏。
0,几乎,“我生长在一个还算富裕的家庭，从小到大一帆风顺，几乎没遇过什么不如意的事，爸爸妈妈几乎不让我和弟弟做半点家事，我们只要负责把书念好，其他什么事都不必操心。
0,几乎,“我现在才想起来，这阵子我几乎没问过你是不是有女朋友这件事，我不会天真的以为你这六年来一个女朋友都没有过。
0,几乎,“这一阵子，闯庄贼人突然少了，有时几乎没遇着一人，我正在怀疑，没料到这两天又多了起来。
0,几乎,“真的，她已有十天没吃东西了——打那天起就几乎没吃东西，”玛加丽塔和她母亲交换着眼色。
0,几乎,“只要我能干的，你只管说就是。”张大宽几乎没做什么思考便立即回答说，同时心里的那块石头也落了地
0,几乎,”“不，他很沉默，好象不大开心，吃饭时几乎没作过声，吃完饭后独自坐在一角，我看见他那兴致索然的样子，便走过去跟他聊天。
0,几乎,”“不可能，丹尼班特这几年来几乎没参加过几次比赛，他曾经吸毒参赛的丑闻，压根引不起任何厂商注意。
0,几乎,”“咳，我昨天从烟台上船，一宿几乎没睡。今天早上到马桥子去看莱茵河大厦，中午赶到营口。
0,几乎,”“几乎没披上袈裟。
0,几乎,”“几乎没去过。
1,几乎,”“几乎披上袈裟。
1,几乎,”“几乎去过。
0,几乎,”“可不是，那是我后来以归程计算的，从早上一直走到黄昏，脚下几乎没停，才走了回来，可是我跑着追鹿的时候，只跑了一个多时辰，两个时辰不到，后来想想都难以相信，而且去的时候，还是上山，此回来时难行一倍，不知不觉，一口气就硬拚上去了。
0,几乎,”“那个嘛，我的确是几乎没去上过班，不过我说过偶尔也会去露露脸的。
1,几乎,”“你还不去教上大人孔乙己，”晓阳几乎落下泪来，“老师，你饶过我好不好。
1,几乎,”“你还不去教上大人孔乙己，”晓阳几乎没落下泪来，“老师，你饶过我好不好。
0,几乎,”“我会相当感激的，我已有两天几乎没进半点食物了。
0,几乎,”“我几乎没听到什么，”神父答道，“只知道他身体虚弱了好多个星期；但他坚持大部分晚上都跪在教堂的石头地面上做祷告。
0,几乎,”“在那以前我几乎没注意过她。
0,几乎,”阿光在说话的时候几乎没瞧对方一眼，说完她才用疲惫无力的目光，望了望阿留。
0,几乎,”安德烈几乎没听到他说的话。
1,几乎,”蓓云几乎没跳起来。
1,几乎,”蓓云几乎跳起来。
1,几乎,”编剧赶到来，才听了任澄几句话，几乎没想上吊！
1,几乎,”编剧赶到来，才听了任澄几句话，几乎想上吊！
1,几乎,”不必抬头也可以感觉到纪衍泽满意的嘴角几乎裂到耳后去；因为他将她搂得好紧。
1,几乎,”不必抬头也可以感觉到纪衍泽满意的嘴角几乎没裂到耳后去；因为他将她搂得好紧。
0,几乎,”不知什么时候，地上出现了两根雪糕棒，关山平的雪糕几乎没吃因而没化成半截，再一看周瑾，显然她吃完雪糕随手无意地把捧丢在脚下。
0,几乎,”布里斯挤出这句话来，嘴唇几乎没动。“你气色不错。
0,几乎,”朝露一个人自问自答玩得不亦乐乎，几乎没发现麦当劳又趴下去睡的行为。
1,几乎,”朝云几乎没跳起来。
1,几乎,”朝云几乎没吐血。去他的！
1,几乎,”朝云几乎跳起来。
1,几乎,”朝云几乎吐血。去他的！
1,几乎,”陈善茗忍住笑，拿过她手中被阳光晒得几乎没成乾燥花的花束，直接丢入垃圾筒。
0,几乎,”大哥喷薄而出的话使迎霜热泪盈眶，她拉住了大哥的手，刚才她几乎没想过要把这事情告诉大哥，现在她突然发现此事非常重大。
1,几乎,”当年唐华的痴迷，她可也是有看到的，几乎吹着口哨表示崇敬之意。
1,几乎,”当年唐华的痴迷，她可也是有看到的，几乎没吹着口哨表示崇敬之意。
0,几乎,”德夫林几乎没听到她讲话，她刚才向他拋出的妩媚一笑荡人心魄，他仍旧挣扎着想恢复神志。
0,几乎,”的调查得出）却几乎没变。相反，在二战后的50年中，美国抑郁症的发生率竟增加了9倍。
0,几乎,”对于提琴手再度开口对自己说话，康达很高兴，也松了一口气，因此他几乎没听见这个老朋友正在对他说的话。
1,几乎,”婀娜这样喜嘱善祷的劝我，我听得几乎落下泪来。
1,几乎,”婀娜这样喜嘱善祷的劝我，我听得几乎没落下泪来。
1,几乎,”方恨少几乎没跳了起来：“你敢骂我？
1,几乎,”方恨少几乎跳了起来：“你敢骂我？
0,几乎,”方家老爹几乎跌到椅子下。
0,几乎,”方家老爹几乎没跌到椅子下。
0,几乎,”方雅浦俊容堆起笑容，“瞧你，几乎没看过你抽烟，可见你现在的心情非常恶劣。
1,几乎,”芳契几乎没炸起来，“我犯什么罪？
0,几乎,”费利佩迫不及待地要去继续寻找，几乎没听清神父的话。
0,几乎,”刚被任命为国家田径队副总教练的孙海平，手中的活一下多了不少，广东、山东的选手都到了他的麾下，整个训练几乎没有空歇时间。
1,几乎,”何东毅几乎分神去看容貌蛟好却不顶尖的“次货”。
1,几乎,”何东毅几乎没分神去看容貌蛟好却不顶尖的“次货”。
1,几乎,”何君一听，几乎哽咽起来。
1,几乎,”何君一听，几乎没哽咽起来。
1,几乎,”何衍几乎急白了头发，“我看到新闻报导了，机场有枪战……”方雅浦似笑非笑的看着自己的秘书，“何衍，如果你不老叫我回来，今天就不会发生这种事情，我差点死在机场，手臂也差点断掉，子弹差点打到我胸膛，脑袋差一点就开花了。
1,几乎,”何衍几乎没急白了头发，“我看到新闻报导了，机场有枪战……”方雅浦似笑非笑的看着自己的秘书，“何衍，如果你不老叫我回来，今天就不会发生这种事情，我差点死在机场，手臂也差点断掉，子弹差点打到我胸膛，脑袋差一点就开花了。
0,几乎,”黑脸男子的嘴几乎没掀。无盐轻蹙眉。
1,几乎,”黑焰瞪着前方几乎没入花田里的人斥道。
0,几乎,”黄仁慨看着她眼前几乎没动过的菜。
1,几乎,”回家我几乎倒在地下，这小鬼精力充沛。
1,几乎,”回家我几乎没倒在地下，这小鬼精力充沛。
1,几乎,”几乎察觉自己手中还握着缰绳的汤姆想着他最欣赏爱琳的地方就是她坦率和诚实的个性。
1,几乎,”几乎拎出木展来打小人。
0,几乎,”几乎没察觉自己手中还握着缰绳的汤姆想着他最欣赏爱琳的地方就是她坦率和诚实的个性。
1,几乎,”几乎没拎出木展来打小人。
0,几乎,”几乎没注意到自己老实的说出了心里话，等她反应过来之时，话已经说出口了。
1,几乎,”几乎注意到自己老实的说出了心里话，等她反应过来之时，话已经说出口了。
0,几乎,”看见他担心的眼神，杏儿给他一个放心的微笑，站起来收拾着几乎没动到的碗盘。
0,几乎,”看她几乎没动过早餐，休瓦问道。
0,几乎,”烤得不好的面包他称之为弗洛尔卡，酵母他叫作“斯坚卡的小枕头”，而斯坚卡其人却成了所有不同凡响的、巨大的、不幸的、不成功的在我第一天认识加那瓦洛夫那天，他叫我读她的信和回她信的那个卡皮托里娜，这段时间几乎没听他讲起过。
0,几乎,”克林气愤得几乎没注意到理察点头同意。
0,几乎,”老蒋当时就非常看好瓦尔德内尔，虽然在与上海队选手打教学赛时，瘦小的“老瓦”几乎没尝过赢球的滋味，训练也不及同来的林德刻苦。
0,几乎,”乐知音几乎昏过去，要是她选，她会选十克拉的方钻，十克拉的圆钻指环，太笨重了。
0,几乎,”乐知音几乎没昏过去，要是她选，她会选十克拉的方钻，十克拉的圆钻指环，太笨重了。
0,几乎,”蕾蒙娜第二十二章蕾蒙娜和亚历山德罗踏上了悲哀的旅程，第一天他俩几乎没说话。亚历山德罗在马头旁步行，他把脑袋耷拉在胸前，眼睛凝视着地面。
1,几乎,”冷血几乎没跳了起来。
1,几乎,”冷血几乎跳了起来。
1,几乎,”李育台大吃一惊，几乎没掩住嘴，天呀，纪元已经不记得他了。
1,几乎,”李育台大吃一惊，几乎掩住嘴，天呀，纪元已经不记得他了。
1,几乎,”梁小悲几乎没跳起来。
1,几乎,”梁小悲几乎跳起来。
1,几乎,”两个人都笑了，几乎落下泪来。
1,几乎,”两个人都笑了，几乎没落下泪来。
0,几乎,”林小妹几乎出拳Ｋ人。
0,几乎,”林小妹几乎没出拳Ｋ人。
0,几乎,”刘媛中午饭几乎没吃，她没想到事情会突然起这么大的变化。
1,几乎,”娄思敏哈哈大笑，几乎落下泪来。
1,几乎,”娄思敏哈哈大笑，几乎没落下泪来。
0,几乎,”卢夫人笑道：“到京第二天就开始接任了，忙完了公务就要忙着拜会，应酬，几乎没停过，一般都是要等上灯时才回来，你不急吧？
0,几乎,”鲁特加几乎没听到罗萨的抗议，也没有感觉到罗萨试图将他们捭掰开。
0,几乎,”路易斯回答，他几乎没意识到自己在说什么，心里直在感谢上帝，妻子没进来。
0,几乎,”罗玲突然察觉到桌上的菜几乎没动到，没检讨自己只顾着调查，害他没时间吃饭，反而怪他吃得太少，频频劝他多吃一点儿。
0,几乎,”罗芸的目光直直望向他，“古杰在二十六岁之前几乎没离开过这里，因此我想问题不在外面，而在这里。
0,几乎,”梅蒂几乎没听见他的后半段话，她的脑中响起警讯。
1,几乎,”媚眼一五一十，蓝色玻璃眼珠子转得几乎没脱眶而出，我以为只有台湾女人在钓金龟时才有此表情，原来世界大同。
1,几乎,”媚眼一五一十，蓝色玻璃眼珠子转得几乎脱眶而出，我以为只有台湾女人在钓金龟时才有此表情，原来世界大同。
0,几乎,”猛然跌坐在马车座位上的乔治突然放声大哭，他几乎没感觉到主人和庞必叔叔半拉半揪地把他拖到地面上来。
0,几乎,”莫尔顿看着几乎没吃任何东西的萝伦，语带忧心的表示，“我坚持你必须看医生。
1,几乎,”那屋门前的老头儿拄着杖几乎跪下去，哀求道：“宫差老爷，再通融通融，再通融通融吧！
1,几乎,”那屋门前的老头儿拄着杖几乎没跪下去，哀求道：“宫差老爷，再通融通融，再通融通融吧！
0,几乎,”妮娜几乎没听到科林的话，她烦躁地扫描四面八方，希望能瞥见山恩。
1,几乎,”年轻人拔足飞奔，一直逃一直逃，几乎没跑出十公里以外。
1,几乎,”年轻人拔足飞奔，一直逃一直逃，几乎跑出十公里以外。
1,几乎,”牛丽生几乎没跳起来，“我会怕他？
1,几乎,”牛丽生几乎跳起来，“我会怕他？
1,几乎,”女侍卫立时列队，来到土王面前，向土王行札，鲁大发正夹在其中，行动不免有点不很自然，当土王的眼光向他扫过来之际，他的一颗心几乎没跳得自口中直跌了出来！
1,几乎,”女侍卫立时列队，来到土王面前，向土王行札，鲁大发正夹在其中，行动不免有点不很自然，当土王的眼光向他扫过来之际，他的一颗心几乎跳得自口中直跌了出来！
1,几乎,”彭珊如几乎哭出来。
1,几乎,”彭珊如几乎没哭出来。
0,几乎,”前不久从云南到广西不到１０００公里的路途，他因超载被罚四次，每次２００元，全程下来几乎没挣钱。２、在广西田阳农副产品批发市场，一辆准载５吨的货车在装了１５吨芒果后准备起程外运。
1,几乎,”求真一听这句话，几乎没跳起来。
1,几乎,”求真一听这句话，几乎跳起来。
0,几乎,”——人几乎没问出口：你为啥这么傻？
0,几乎,”芮秋已下了车，遵从凯儿的指示跟她站在一起，雨阴绵绵的下着，芮秋几乎没注意到打在身上的雨点，她的眼光牢牢地凝注在凯儿身上。
1,几乎,”若望几乎没跳起来，他不明白：“比丝，我们是好同学，我没有做对不起你的事吧！
1,几乎,”若望几乎跳起来，他不明白：“比丝，我们是好同学，我没有做对不起你的事吧！
1,几乎,”三号一听笑得几乎落下泪来，“元之，你是越来越适合在这俗世生活了，恭喜你，你比许多老练的人更加虚伪。
1,几乎,”三号一听笑得几乎没落下泪来，“元之，你是越来越适合在这俗世生活了，恭喜你，你比许多老练的人更加虚伪。
0,几乎,”莎尔贝眼尖的看着抓上几乎没动过的另一套餐具，“有人陪你？
1,几乎,”少女几乎哭出来，“不不！
1,几乎,”少女几乎没哭出来，“不不！
1,几乎,”谁不爱听好话，一时间乃意飘飘然，几乎倒戈奔向倚梅这边，喊一声“知我者林倚梅”也。
1,几乎,”谁不爱听好话，一时间乃意飘飘然，几乎没倒戈奔向倚梅这边，喊一声“知我者林倚梅”也。
0,几乎,”失地之后，张桂生几乎没睡过一个安稳觉。
1,几乎,”十二岁到十五岁一段时间，邱晴几乎崇拜他，只有朱外婆说：“这男孩子对你姐姐是一个劫数。
1,几乎,”十二岁到十五岁一段时间，邱晴几乎没崇拜他，只有朱外婆说：“这男孩子对你姐姐是一个劫数。
0,几乎,”世华心里怦然一跳，听筒几乎掉下来。
0,几乎,”世华心里怦然一跳，听筒几乎没掉下来。
1,几乎,”是大哥找我，我匆匆赶回家中，一边抱怨自己在这种时候还到处跑，累得腿都几乎掉下来，但是我非找朋友诉苦不可，憋在心中久了，只怕生肺病了。
1,几乎,”是大哥找我，我匆匆赶回家中，一边抱怨自己在这种时候还到处跑，累得腿都几乎没掉下来，但是我非找朋友诉苦不可，憋在心中久了，只怕生肺病了。
0,几乎,”手上的话筒嘟嘟响，但宋心亚几乎没听到。“是啊，先生没告诉你吗？
0,几乎,”思洁几乎没听见他说换好衣服后立刻来接她，许久许久，她只是茫然的盯着那扇门，觉得屋里突然空洞起来。
1,几乎,”苏西张大了嘴，几乎没找地洞钻，她竟把她们两姐妹认错了，她反应也快，连忙拍打自己嘴巴一下，＂掌嘴。
1,几乎,”苏西张大了嘴，几乎找地洞钻，她竟把她们两姐妹认错了，她反应也快，连忙拍打自己嘴巴一下，＂掌嘴。
0,几乎,”虽然昨夜几乎没睡，今晚又宴请众城主，可是他并不觉得累。
0,几乎,”索尼很宽容地给了他们最大的发挥空间，新专辑中7首歌由他们自己创作，交出之后几乎没作任何改动，剩下的三首由公司制作，补充些欠缺的市场概念，轻摇滚、电子音乐、抒情类型都会有。
1,几乎,”他的回答当真是吓得我几乎没去跳太平洋。
1,几乎,”他的回答当真是吓得我几乎去跳太平洋。
0,几乎,”他的手几乎没离开过他的鼻子，好痒呀！
1,几乎,”他几乎哭出来。
0,几乎,”他几乎没动到筷子。
1,几乎,”他几乎没哭出来。
0,几乎,”他简直问得傻气，那碗人参鸡几乎没动过的迹象，白痴也明白薛兰儿是存心拿自己的身体和他呕气。
0,几乎,”他看了那盘原封未动的面一眼，发现她几乎没吃，一股无名火倏地涌上。
0,几乎,”他们下楼，几乎没引起多大的注意。
0,几乎,”他们只谈论母亲，几乎没提及父亲。
1,几乎,”他凝视我，“我们几乎成为兄妹，如果你的母亲嫁了我父亲……”“你几岁？
1,几乎,”他凝视我，“我们几乎没成为兄妹，如果你的母亲嫁了我父亲……”“你几岁？
0,几乎,”他说已经吃好了，我使劲摇头说，你几乎没吃东西嘛，哪能就吃好了？
0,几乎,”他熄灭了那支几乎没抽到三分之一的烟。
0,几乎,”他笑得像一只出闸的猛兽，歇了一歇，大力的喘了几口气，叩一叩自己的光头（几乎没给叩出火花来），又道：“我唯一担不过这也无妨，往好的想，我是天生光头难自弃，表示我聪明，而且，我额高颏阔，没了前发覆掩，更显权重势强，威风过人。
0,几乎,”他询问道，乔治被她身上的麝香味迷得几乎没听出她声音中的惊颤。
0,几乎,”他压低了声音说道，嘴唇几乎没动。他看着迪耶特背朝着屋子重重地坐了下来，客气地对胡费尔和他的牌友点了点头。
0,几乎,”他走出去，留下几乎没动的早餐和惊讶得说不出话来的女佣。
0,几乎,”她低语：“我几乎没睡。”“我也是。
1,几乎,”她豪气的挥手后，才想起自己似乎错得比较多，毕竟他浑然不觉当了七年父亲，以他这么爱小孩的性子而言，这种痛苦一定很深，所以面孔当下垂了下来，几乎没让额头点地：“对不起，对不起，当年我没胆告诉你有孩子的事。
1,几乎,”她豪气的挥手后，才想起自己似乎错得比较多，毕竟他浑然不觉当了七年父亲，以他这么爱小孩的性子而言，这种痛苦一定很深，所以面孔当下垂了下来，几乎让额头点地：“对不起，对不起，当年我没胆告诉你有孩子的事。
1,几乎,”她几乎落下泪来，那种大祸将临的神色，我在黄振华的脸上也曾经见过。
1,几乎,”她几乎没落下泪来，那种大祸将临的神色，我在黄振华的脸上也曾经见过。
0,几乎,”她几乎没说出声音来。
0,几乎,”她们跳进那辆布置得可以睡觉的四轮马车里，几乎没碰踏板。
0,几乎,”她凄凉的笑著，几乎没感觉火焰烧上皮肤是疼痛的。
0,几乎,”她仍是浓浓软软的声调，这么多年了，她的嗓子几乎没变。“哦，玉岚，找我有事？
0,几乎,”她三天来几乎没吃过什么东西，只有他硬灌下去的一些药汤。
0,几乎,”她说得声音很低，他几乎没听清最后几个字，不过却在尴尬中理解了其要点。
1,几乎,”晚上，她穿一袭吊带晚服出席晚会，众男士的眼珠为那艳光所吸引几乎掉出来，可是知道即使是赞美，亦得小心谨慎，因为不知在什么情况下即构成性骚扰。
1,几乎,”晚上，她穿一袭吊带晚服出席晚会，众男士的眼珠为那艳光所吸引几乎没掉出来，可是知道即使是赞美，亦得小心谨慎，因为不知在什么情况下即构成性骚扰。
1,几乎,”王小石却几乎没跳了起来：“什么？
1,几乎,”王小石却几乎跳了起来：“什么？
0,几乎,”望了望那碗几乎没动过的面，她又心软了：“梦竹，你不吃东西怎么行呢？
0,几乎,”薇妮几乎没听见父亲的话，她还是不能接受他们就要离开的事实。
0,几乎,”薇妮几乎没听见他们的话，她走到麦斯跟前，摸摸他的额头，还是滚烫的。
0,几乎,”为了建好综合大楼，刘茂珍两年多时间几乎没休息过一个完整的星期天。
1,几乎,”我几乎怪叫起来，“我怎么会同她长得像？
0,几乎,”我几乎昏过去。
1,几乎,”我几乎没怪叫起来，“我怎么会同她长得像？
0,几乎,”我几乎没昏过去。
0,几乎,”我几乎没呛死。
1,几乎,”我几乎没跳起来。
0,几乎,”我几乎呛死。
1,几乎,”我几乎跳起来。
1,几乎,”我扑上前去，与他扭打成一团，吓得司机几乎开得翻车。
1,几乎,”我扑上前去，与他扭打成一团，吓得司机几乎没开得翻车。
0,几乎,”我同意了，当时几乎没听懂他话里的全部含义。
1,几乎,”我张大嘴巴，真没想到他们已经生下孩子，啊，难怪，难怪锁锁有把握使泽叔软下来，原来她手中掌握皇牌，怪不得听见我与锁锁结婚的消息，他吓得几乎昏过去。
1,几乎,”我张大嘴巴，真没想到他们已经生下孩子，啊，难怪，难怪锁锁有把握使泽叔软下来，原来她手中掌握皇牌，怪不得听见我与锁锁结婚的消息，他吓得几乎没昏过去。
1,几乎,”习玫红气得玉脸通红，冷血微微一笑，一侧首，欠身而退，习玫红本仍怕刀被人夺去，一面气着一面发力拉拔着，猛抽了一个空，差点没给自己的刀锋捺着，当下又气又羞，顿足几乎哭出来。
1,几乎,”习玫红气得玉脸通红，冷血微微一笑，一侧首，欠身而退，习玫红本仍怕刀被人夺去，一面气着一面发力拉拔着，猛抽了一个空，差点没给自己的刀锋捺着，当下又气又羞，顿足几乎没哭出来。
0,几乎,”湘铃翻了翻白眼，她怎么说，他放手之前她的脚几乎没感受到身体的重量，等到他放了手她就痛得说不出话来，他又走的那么快，为了跟上他的脚步，她痛“我已经好很多了，我不要擦那鬼东西！
0,几乎,”想想，他几乎没看影笑过。
1,几乎,”小陈几乎没吓个半死，小陈太太连忙跟茱莉说：“吃这个菜，都是嫩尖呢。
1,几乎,”小陈几乎吓个半死，小陈太太连忙跟茱莉说：“吃这个菜，都是嫩尖呢。
1,几乎,”小邓几乎没跳起来，“我才没盲目从妻，她这个人缺点之多——”“可是，她的缺点也是可爱的吧？
1,几乎,”小邓几乎跳起来，“我才没盲目从妻，她这个人缺点之多——”“可是，她的缺点也是可爱的吧？
0,几乎,”欣然他们家从上海迁到深圳，几乎没带一件家具。
1,几乎,”亚芹几乎没跳起来：“什么，只得三个人？
1,几乎,”亚芹几乎跳起来：“什么，只得三个人？
0,几乎,”一路上我们几乎没说话，直到在餐厅里坐下，我才问他。
1,几乎,”殷切的侍者几乎跪地膜拜她的绝色。
1,几乎,”殷切的侍者几乎没跪地膜拜她的绝色。
0,几乎,”银八的声调几乎没有一点点起伏。
0,几乎,”尹桀仁低下身子，试着从树丛空隙望过去，除了一大片绿油油的草地外，几乎没看到什么……喔！
1,几乎,”余芒主观极强，脑海中马上出现一肠满脑肥大腹贾，神情傲慢粗浅，踌躇志满地拖着一年青俗艳大耳环女郎，大模大样踏进来……门一开，余芒看见文轩利与他新婚妻子，几乎打自己的脑袋，老套言情片着太多了，才有这样幼稚的结论。
1,几乎,”余芒主观极强，脑海中马上出现一肠满脑肥大腹贾，神情傲慢粗浅，踌躇志满地拖着一年青俗艳大耳环女郎，大模大样踏进来……门一开，余芒看见文轩利与他新婚妻子，几乎没打自己的脑袋，老套言情片着太多了，才有这样幼稚的结论。
0,几乎,”羽蕊几乎没听见魏伯说的话。
0,几乎,”雨静认出那是程若岚的声音，这阵子几乎没看到程氏兄妹，她还以为他们两人都回去了呢！
1,几乎,”语凝刺耳的嗤叫声几乎没震聋他。
1,几乎,”语凝刺耳的嗤叫声几乎震聋他。
0,几乎,”袁熙上对餐盘里剩了大半的食物下评语，她点的乳酪冷盘几乎没动。依斯抬眼看小主人，美少男没什么表情，“我的冷肉派还不错，你要尝尝吗？
0,几乎,”月柔如获大赦，和众人告辞后，她几乎没剩下什么精力，一上车便瘫软在座椅上，闭目养神。
0,几乎,”在鼓楼区上高中的小婧自上学起，除节假日就几乎没在家吃过午餐，她上小学时一半是寄在阿姨家吃，后来又寄在学校吃，上中学以后学校没有食堂，就只好在街头寻找吃的目标。
0,几乎,”张大宽几乎没做什么思考便立即回答说，同时心里的那块石头也落了地，看来并没有什么太令人担心的事情。
1,几乎,”张炭几乎没跳了起来：“你说的是‘他’？
1,几乎,”张炭几乎跳了起来：“你说的是‘他’？
0,几乎,”这声音使他自己也吃了一惊，他几乎没听出自己的声音——“您”字他是用最高的童音喊出的，“有”字变成了男低音，而“什么事”三个字几乎完全听不见了。
1,几乎,”这厢聊得正热络，另一边的杜菲凡卑鄙的利用自己高人一等的强势，将唐学谦由小胖妹的包挟中抄走，坐在小阳台的双人椅上吃点心，乐得几乎飞上天。
1,几乎,”这厢聊得正热络，另一边的杜菲凡卑鄙的利用自己高人一等的强势，将唐学谦由小胖妹的包挟中抄走，坐在小阳台的双人椅上吃点心，乐得几乎没飞上天。
1,几乎,”这种五十年代文艺小说对白便子佳喷茶，她用手帕捂着嘴笑得几乎落下泪来。
1,几乎,”这种五十年代文艺小说对白便子佳喷茶，她用手帕捂着嘴笑得几乎没落下泪来。
0,几乎,”珍妮几乎没听见他在说什么。
1,几乎,”只听得尚知苦笑，“几乎没笑问客从何处来。
1,几乎,”只听得尚知苦笑，“几乎笑问客从何处来。
1,几乎,”锺迅几乎举双手宣告投降，想拜托她有话直说，别再迂回下去了。
1,几乎,”锺迅几乎没举双手宣告投降，想拜托她有话直说，别再迂回下去了。
0,几乎,”祝文华几乎没看清人面，林子清已经闪入他们客堂之中，心头不觉一怔，这一刹那，他龙钟老态尽行敛去，身形倏地转了过来，右肘横胸，目中隐射棱芒，沉喝一声：“你……”客堂上首一道门前，手掌油盏的，是一个布衣少女，她，正是祝雅琴。
0,几乎,”追命只觉得心头一阵热，几乎没喷出血来。
0,几乎,”追命只觉得心头一阵热，几乎喷出血来。
1,几乎,”子佳笑，“害我几乎刊登广告公告全世界我在政府的年薪只十八万余，而外头会给我三十三万。
1,几乎,”子佳笑，“害我几乎没刊登广告公告全世界我在政府的年薪只十八万余，而外头会给我三十三万。
1,几乎,”佐明几乎没想请马太太介绍一个户头给他。
1,几乎,”佐明几乎想请马太太介绍一个户头给他。
0,几乎,《大地》的前半部几乎没写社会面貌，着眼点只是王龙生活的那么个农村。
0,几乎,《梦中的河》出版后，我两年来几乎没摸过笔，但只要生活，就积累下材料，创作一部小说需要大量积累。
0,几乎,「虽然你一个早上在学校几乎没开口说话，但是看到你一脸的病容和略微沙哑的声音，大概就猜到了…只不过你自己不说，我也不点破就是了。
0,几乎,」志人君头也不回地说:「从传动轴到包厢都被他分解了，几乎没使用任何工具就拆毁了。
1,几乎,』她一转首，几乎吃了一大惊。
1,几乎,』她一转首，几乎没吃了一大惊。
0,几乎,……不过，奇怪，为什么我几乎没去想她，就像我没有杀死她似的？
0,几乎,……那时，她是这样安慰自己，不知道迎新音乐会只是个开端，大学四年她几乎没参加过什么活动，只要有他，就不能有她，所有的人都知道这项铁律。
0,几乎,※※※萧沐岚只吃了点沙拉，喝了几口汤，至于牛排和甜点则是几乎没动，更不用说是品尝那瓶美酒了。
0,几乎,※※※整整一晚上一直到现在几乎没吃一口东西，但一点儿也不感到饿。
0,几乎,10日中午12点，周恩来面前的饭菜几乎没动。
0,几乎,"11日顺利进入摩苏尔市中心地带,几乎没遇到强烈抵抗。为防止发生哄抢现象,美军准备在摩苏尔进行夜间巡逻。"
0,几乎,1911年，意大利人在利比亚几乎没遇到什么困难就打败了小股土耳其驻军。
