sentences	gold	predict	probability
('就差没有脱口说出：“一定能复兴中华文化，振兴传统固有道德……”“姑娘，一定能什么？', '就差有脱口说出：“一定能复兴中华文化，振兴传统固有道德……”“姑娘，一定能什么？')	1	1	[9.463383e-05, 0.99990535]
('”黎晓宁激动的站起身，一连迭的反对着，就差没在众人面前捶胸顿足而已。', '”黎晓宁激动的站起身，一连迭的反对着，就差在众人面前捶胸顿足而已。')	1	1	[8.004433e-05, 0.9999199]
('他的一双脚一到夏天就变成了金华火腿，要色有色，要味有味，就差没有煺毛。', '他的一双脚一到夏天就变成了金华火腿，要色有色，要味有味，就差有煺毛。')	1	1	[0.00044374054, 0.99955624]
('一路上，李作鹏等人发牢骚：能打的没枪没炮，破枪烂炮，不能打的就差没飞机了，这仗怎么打？', '一路上，李作鹏等人发牢骚：能打的没枪没炮，破枪烂炮，不能打的就差飞机了，这仗怎么打？')	1	1	[0.009336341, 0.99066365]
('就差没拿棒子打我，今天特地叫我来给表妹赔罪，望你不计旧恶，原谅我这个无状的表哥吧！', '就差拿棒子打我，今天特地叫我来给表妹赔罪，望你不计旧恶，原谅我这个无状的表哥吧！')	1	1	[0.0001778728, 0.9998222]
('自出门那一刻起，隽芝便觉得气氛好比逃难演习，就差没有呜呜呜警报声。', '自出门那一刻起，隽芝便觉得气氛好比逃难演习，就差有呜呜呜警报声。')	1	1	[9.9960045e-05, 0.9999]
('在发言中，小泉大肆渲染日本对“建立和平以及国家重建”作出的贡献，并提及日本对联合国日常运作、维和行动的参与记录，就差没列举日本缴纳联合国会费的明细表，而所有这些“自我表扬”结束后，小泉得出的结论是：“那些具有意愿和资源的国家，必须在安理会拥有它的地位。', '在发言中，小泉大肆渲染日本对“建立和平以及国家重建”作出的贡献，并提及日本对联合国日常运作、维和行动的参与记录，就差列举日本缴纳联合国会费的明细表，而所有这些“自我表扬”结束后，小泉得出的结论是：“那些具有意愿和资源的国家，必须在安理会拥有它的地位。')	1	1	[0.009126499, 0.99087346]
('"就为这事,我曾经狠狠地批评过他,就差没动手了。"', '"就为这事,我曾经狠狠地批评过他,就差动手了。"')	1	1	[0.00021768034, 0.9997824]
('”刘真真一撇嘴道：“您别骗人了，我们没有做官太太的福命，您也际会要一个下贱女人……”贾行飞就差没跪下来赌咒，直眉瞪眼地叫道：“姓贾的如果有一句假话，脑袋就砍下来给人当夜壶！', '”刘真真一撇嘴道：“您别骗人了，我们没有做官太太的福命，您也际会要一个下贱女人……”贾行飞就差跪下来赌咒，直眉瞪眼地叫道：“姓贾的如果有一句假话，脑袋就砍下来给人当夜壶！')	1	1	[0.00010934977, 0.9998907]
('”心里夷然，剑桥就差没收电影红星做学生。', '”心里夷然，剑桥就差收电影红星做学生。')	1	1	[0.47594464, 0.52405536]
('男人是想离婚的。不孝有三，无后为大。男人老家的父母就差没拿锄头镰刀打上门。', '男人是想离婚的。不孝有三，无后为大。男人老家的父母就差拿锄头镰刀打上门。')	1	1	[0.00014402677, 0.999856]
('至于学者尤尔西克劳斯，在有一天谈到海平线上云雾的时候，他百分之百愚蠢地穷追起了云雾的形成，就差没开了节物理课，坎贝尔小姐在场的时候他就开始了，他谈到云雾，随着温度的降低它们做下降运动到达海平线，他还谈到了缩小成水泡状的雾气以及雨云，层云，积云等的科学分类。', '至于学者尤尔西克劳斯，在有一天谈到海平线上云雾的时候，他百分之百愚蠢地穷追起了云雾的形成，就差开了节物理课，坎贝尔小姐在场的时候他就开始了，他谈到云雾，随着温度的降低它们做下降运动到达海平线，他还谈到了缩小成水泡状的雾气以及雨云，层云，积云等的科学分类。')	1	0	[0.984594, 0.015405973]
('虽是这么想，不过，韩若雨还是被她的“色理”和鬼脸糗得找不出话辩驳，整张脸红得像只被煮熟的螃蟹一样，就差没冒烟。', '虽是这么想，不过，韩若雨还是被她的“色理”和鬼脸糗得找不出话辩驳，整张脸红得像只被煮熟的螃蟹一样，就差冒烟。')	1	1	[0.00010298636, 0.999897]
('”两个新人在口令声中转了身子，双双对了脸，向前走得就差没碰着鼻子了。', '”两个新人在口令声中转了身子，双双对了脸，向前走得就差碰着鼻子了。')	1	1	[7.796852e-05, 0.99992204]
('”“来了三个新人，小孩子，什么都不懂，就差没陪他们上洗手间，连写字都得把着他们的手，直吼，吼得声音都沙了。', '”“来了三个新人，小孩子，什么都不懂，就差陪他们上洗手间，连写字都得把着他们的手，直吼，吼得声音都沙了。')	1	1	[0.0012585975, 0.99874145]
('噍这堆女色狼的表现她就明白了，还好她已经十九岁了，不然以她一米七五的身高和不及一米六的死党杨绿出去逛街，肯定会有人称赞她们郎才女貌、天生一对，就差没有当场帮她们举行婚礼了。', '噍这堆女色狼的表现她就明白了，还好她已经十九岁了，不然以她一米七五的身高和不及一米六的死党杨绿出去逛街，肯定会有人称赞她们郎才女貌、天生一对，就差有当场帮她们举行婚礼了。')	1	1	[0.01158423, 0.98841584]
('最夸张的是他的洁癖居然犯到她的身上来了，竟然一连帮她由头到脚彻底“清洁”了五次，就差没活活脱一层皮，直到雪白的肌肤因此蒙上了一层“人工”红晕，他才终于放过她。', '最夸张的是他的洁癖居然犯到她的身上来了，竟然一连帮她由头到脚彻底“清洁”了五次，就差活活脱一层皮，直到雪白的肌肤因此蒙上了一层“人工”红晕，他才终于放过她。')	1	1	[0.00021055053, 0.9997894]
('”上官无忌深知这会儿已经劝不住他了，就差没用缠的，把他全身都缠住，“你这么去不是要白白送死的吗？', '”上官无忌深知这会儿已经劝不住他了，就差用缠的，把他全身都缠住，“你这么去不是要白白送死的吗？')	1	1	[0.00050302857, 0.99949694]
('”织如仰高下巴，臭屁的要紧，就差没飞上天了。', '”织如仰高下巴，臭屁的要紧，就差飞上天了。')	1	1	[0.00013672923, 0.99986327]
('”季银芽恼羞成怒，就差没拿西瓜从他头顶上狠狠的罩下去。', '”季银芽恼羞成怒，就差拿西瓜从他头顶上狠狠的罩下去。')	1	1	[0.00011892533, 0.999881]
('小许又说他的一双脚一到夏天就变成了金华火腿，要色有色，要味有味，就差没有煺毛。', '小许又说他的一双脚一到夏天就变成了金华火腿，要色有色，要味有味，就差有煺毛。')	1	1	[0.00069185655, 0.9993081]
('“是……是……”她就差没抱头鼠窜了。', '“是……是……”她就差抱头鼠窜了。')	1	1	[7.619782e-05, 0.9999238]
('他们光会立正稍息吹哨子，光会一天到骂学生，破坏学生的学习情绪，检查头发，检查鞋子袜子——就差没有检查内衣裤！', '他们光会立正稍息吹哨子，光会一天到骂学生，破坏学生的学习情绪，检查头发，检查鞋子袜子——就差有检查内衣裤！')	1	1	[0.01925538, 0.98074466]
('”周民愤恨地握紧拳头，就差没有立刻打她一巴掌了。', '”周民愤恨地握紧拳头，就差有立刻打她一巴掌了。')	1	1	[0.00010472936, 0.9998952]
('”见他有离去的迹象，破晓就差没拍胸脯保证。', '”见他有离去的迹象，破晓就差拍胸脯保证。')	1	1	[8.4549414e-05, 0.9999155]
('他急得手舞足蹈，就差没有跪下相求了。', '他急得手舞足蹈，就差有跪下相求了。')	1	1	[0.00023036434, 0.9997696]
('现在，她已开口暗示，直率的程度就差没跪下来求他，而他却踌躇不前。', '现在，她已开口暗示，直率的程度就差跪下来求他，而他却踌躇不前。')	1	1	[0.00018418614, 0.9998159]
('两年前，带孩子看病误了训练，却不肯早给苏格兰人解释；更衣室闹出“飞鞋风波”，第二天贴着创可贴满世界逛，就差没自拍照片开个新闻发布会，给弗格森闹了一个下不来台。', '两年前，带孩子看病误了训练，却不肯早给苏格兰人解释；更衣室闹出“飞鞋风波”，第二天贴着创可贴满世界逛，就差自拍照片开个新闻发布会，给弗格森闹了一个下不来台。')	1	1	[0.0006345599, 0.9993655]
('”宋心曜忿忿的口气就差没直接骂出她的傻而已。', '”宋心曜忿忿的口气就差直接骂出她的傻而已。')	1	1	[7.651332e-05, 0.99992347]
('她们俩白天在学校是最要好的同学，晚上下了课更是一起到速食店打工，感情好的有如连体婴，就差没住在一起。', '她们俩白天在学校是最要好的同学，晚上下了课更是一起到速食店打工，感情好的有如连体婴，就差住在一起。')	1	1	[0.47146872, 0.5285313]
('”从比赛时的忐忑，一直到赛后的踌躇满志，威氏不仅想高举一杯庆功酒，高傲的他就差没为自己“树碑立传”了：“要说制约我们球员发挥的理由不仅如此，他还拼命为球队诡辩：“我们并不是等到人数占优时才在场面上占优的。', '”从比赛时的忐忑，一直到赛后的踌躇满志，威氏不仅想高举一杯庆功酒，高傲的他就差为自己“树碑立传”了：“要说制约我们球员发挥的理由不仅如此，他还拼命为球队诡辩：“我们并不是等到人数占优时才在场面上占优的。')	1	1	[0.0009021041, 0.99909794]
('当时我和他关系已经很好了，就差没表白。', '当时我和他关系已经很好了，就差表白。')	1	1	[0.0005392151, 0.99946076]
('我抱怨：“就差没脱光了跑到桂林去拍，何必那么紧张了', '我抱怨：“就差脱光了跑到桂林去拍，何必那么紧张了')	1	1	[0.000117704745, 0.99988234]
('而站在兰采幽身旁的赵嬷嬷早已吓得两腿发软，就差没当场晕死过去，却见身旁的这个小妮子，一副天不怕地不怕的模样，心底真是对她服气得很呢！', '而站在兰采幽身旁的赵嬷嬷早已吓得两腿发软，就差当场晕死过去，却见身旁的这个小妮子，一副天不怕地不怕的模样，心底真是对她服气得很呢！')	1	1	[7.636637e-05, 0.9999236]
('真是奇怪，刚才两个人还针锋相对，就差没拚个你死我活，这会儿居然好声好气地交谈起来，气氛甚至有点温馨哩！', '真是奇怪，刚才两个人还针锋相对，就差拚个你死我活，这会儿居然好声好气地交谈起来，气氛甚至有点温馨哩！')	1	1	[0.00016934985, 0.9998306]
('」就差没追问一句：这跟「时局」何关？', '」就差追问一句：这跟「时局」何关？')	1	1	[0.00055708754, 0.9994429]
('”姬娜说，“现在流行把荷包底都翻转给人看，就差没公开表演床上三十六式。', '”姬娜说，“现在流行把荷包底都翻转给人看，就差公开表演床上三十六式。')	1	1	[0.0022503692, 0.9977496]
('如此盛大隆重，就差没有叫所有的长工、丫头们在门口列队，吟颂“回乡偶书”──少小离家老大回，乡音无改鬓毛衰……好好讥俏他一番。', '如此盛大隆重，就差有叫所有的长工、丫头们在门口列队，吟颂“回乡偶书”──少小离家老大回，乡音无改鬓毛衰……好好讥俏他一番。')	1	1	[0.0002484401, 0.9997515]
('”“谢谢”，乌苏娜的冷笑仿佛有抑止泪水的功效，话语也通畅了，“其实我早就应该明白无论我臬勤奋为大家做事，终究还是班里的少数民族，是少数派，就差没把我归到唐诗那一类人里去了。', '”“谢谢”，乌苏娜的冷笑仿佛有抑止泪水的功效，话语也通畅了，“其实我早就应该明白无论我臬勤奋为大家做事，终究还是班里的少数民族，是少数派，就差把我归到唐诗那一类人里去了。')	1	1	[0.00094650924, 0.99905354]
('看大哥悲苦的神情，就差没把他气死！', '看大哥悲苦的神情，就差把他气死！')	1	1	[0.00014125327, 0.99985874]
('客户在5层楼呢，气喘吁吁刚到3楼，突然手一滑，水桶翻落，就差没把他也带下去，那水桶连滚带拐回到底层大门口。', '客户在5层楼呢，气喘吁吁刚到3楼，突然手一滑，水桶翻落，就差把他也带下去，那水桶连滚带拐回到底层大门口。')	1	1	[0.0002832964, 0.9997167]
('那些记录，像小说般，有形容词，有对白，有感想，就差没加上回目。', '那些记录，像小说般，有形容词，有对白，有感想，就差加上回目。')	1	0	[0.75333655, 0.2466635]
('为他开门，替他收拾屋子，就差没有替他做饭洗衣服了。', '为他开门，替他收拾屋子，就差有替他做饭洗衣服了。')	1	1	[0.012453032, 0.987547]
('但巧儿可不顾得这些，一扇门敲得像打雷，就差没把门拆了。', '但巧儿可不顾得这些，一扇门敲得像打雷，就差把门拆了。')	1	1	[0.0001760092, 0.999824]
('”她就差没一气冲天了，他真的是得寸进尺。', '”她就差一气冲天了，他真的是得寸进尺。')	1	1	[0.00015000366, 0.9998499]
('不管别人怎么说，他还是整天不离马鞍，就差没搂着马睡觉了。', '不管别人怎么说，他还是整天不离马鞍，就差搂着马睡觉了。')	1	1	[0.0002740439, 0.999726]
('一番洗胃拆腾后，安沛伦是没事了，但是江亦雷就被大伙骂惨了，就差没叫他切腹谢罪！', '一番洗胃拆腾后，安沛伦是没事了，但是江亦雷就被大伙骂惨了，就差叫他切腹谢罪！')	1	1	[0.000114990595, 0.99988496]
('盗窃犯们猖撅得就差没当面管他叫笨蛋了（用现在的说法该是失职吧）。', '盗窃犯们猖撅得就差当面管他叫笨蛋了（用现在的说法该是失职吧）。')	1	1	[0.00027678208, 0.99972326]
('”猫咪不屑地瞟一眼小毛毯上的可爱幼虎花纹，就差没嗤之以鼻了。', '”猫咪不屑地瞟一眼小毛毯上的可爱幼虎花纹，就差嗤之以鼻了。')	1	1	[0.00010894344, 0.99989104]
('现在也不讲这一套了，就差没明码实价开出条件来，一人一分是天公地道，女方如果能干好强，那么，就让她出钱出力出命好了。', '现在也不讲这一套了，就差明码实价开出条件来，一人一分是天公地道，女方如果能干好强，那么，就让她出钱出力出命好了。')	1	1	[0.0004755149, 0.9995245]
('”他昨日临去时的匆匆神色怪怪的，恍似她是瘟疫般，就差没用跑了的。', '”他昨日临去时的匆匆神色怪怪的，恍似她是瘟疫般，就差用跑了的。')	1	1	[0.00047396543, 0.999526]
('他那时什么人也不理会，又不受说话，那怕是一个宿舍的他也只不过点点头，都难得说上一句话，我当时我李教官是住一个宿舍的，我们那个好啊，就差没有穿一条裤子了，为什么我和李教官的关系会和兄弟一般的好你们不知道吧？', '他那时什么人也不理会，又不受说话，那怕是一个宿舍的他也只不过点点头，都难得说上一句话，我当时我李教官是住一个宿舍的，我们那个好啊，就差有穿一条裤子了，为什么我和李教官的关系会和兄弟一般的好你们不知道吧？')	1	1	[0.0006938078, 0.9993062]
('贾潘安就差没当场睁着眼睛昏过去。', '贾潘安就差当场睁着眼睛昏过去。')	1	1	[7.696916e-05, 0.999923]
('他继续像个扮演白痴的蹩脚戏子连连发问，就差没流口涎了', '他继续像个扮演白痴的蹩脚戏子连连发问，就差流口涎了')	1	1	[0.000107830216, 0.9998921]
('她在托比面前干了一切事，表示她很想和托比睡觉，就差没发出紧急信号了。', '她在托比面前干了一切事，表示她很想和托比睡觉，就差发出紧急信号了。')	1	1	[0.0004436815, 0.99955624]
('后来还是因为方才在前厅听这老胖子一个劲儿诉说两个女儿有多好、多棒，就差没给捧上天做仙女去了，却绝口不提这妾室所生之女。', '后来还是因为方才在前厅听这老胖子一个劲儿诉说两个女儿有多好、多棒，就差给捧上天做仙女去了，却绝口不提这妾室所生之女。')	1	1	[0.00033960308, 0.9996604]
